sentence	label
"But you have to get the order right. That the Church had a scandal in the first place is our fault, your, mine, our grandparents, etc. We let tepidity enter the Church in our own interior and eventually exterior lives. We re-defined the moral law to suit what we think are our needs and wants. We did it a long time ago. We lowered the bar. ""It was not so from the beginning"" are Whose words?"	0
Good! The only person more deserving of an orange jumpsuit than Obama is Hillary. He is such a piece of garbage. I'm glad Trump is back on the offense!	1
Shut up slaves!	1
FU Jamie Oliver. You socialist cuck.	1
The censorship here is corrupt.	1
"Yeah, but they will say that ""counting"" was done differently. Deportation is not the answer, as most deportees are right back here within a short time."	0
If Tuckerman Babcock thinks Jim Colver is a DINO. surely he must feel the same about his- until recently- pro-choice, pro-immigration, pro-ban on assault weapons, friend of Bill + Hillary Clinton- candidate Donald Trump aka Donald Lindauer..	0
The USA has dropped over 6000 bombs on 7 countries in 2017 alone. None of these countries have attacked first and you wonder why N. Korea is nervous. Americans have a reputation of being stupid. The US has been at war 222 out of 239 Years they have existed. To me the real problem in the world is America. Oh tin pot dictators like Kim are a nuisance too but how many nations has he attacked.	1
WOW! The ignorance here is unbelievable! PLEASE understand our rights before advocating taking them away. 1st.....The AR15 has been on sale in the US since 1965....The issue is PEOPLE not the method of their attack...The Boston bombers used fireworks to kill, Oklahoma city bomber used fertilizer, and on 9/11 they used airplanes...There are currently THOUSANDS of laws on the oohs pertaining to guns and we don't enforce most of them.. This foolish notion that the bad guys who currently break todays laws will all of a sudden start abiding by the next set passed. Here is an idea.Lets start going after gangs and inner city thugs. They contribute the most to our gun violence issue but are never discussed. Then lets start enforcing the laws. Arrest and punish those caught with illegal guns or who break the law with guns. I spend a lot of time and money to do it legally...Most cops don't want bans on rifles as they are used in less than 4% of gun crimes, they want bad guys locked up, not out	1
There is some basic math missed by Dear Supreme Leader and his cohorts. Yes, there is a sizable trade deficit between the two nations. The inexpensive goods were mostly machinery, production equipment rather than retail goods we the general public see in the stores such as Walmart. The companies import these goods to keep their costs down. If they increase to the level of the proposed tariffs, it will severely impact the liquidity access for these enterprises. Banks have covenants in place on their debt facilities that they extend to various businesses. If the cost of production and goods zip way up, it impacts the margins on the end product and the sellability of that product. What happens next is a credit review will be called under the debt agreement. If the defaults cannot be cured within the prescribed period a negative event will be called. The bank steps in and places the business in remediation review. In other words, we will see more business failures. Jobs lost.	0
I would bet that if a 50 million $ bounty was placed on Kim some NK person close to him would solve all our problems. Even if it was $100 million thats a lot less than the cost of a war and problem solved!	0
"""Hey, it's the POTUS's preferred platform for announcements."" All the more reason for the SCC to not base it's reasoning on Twitter posts."	0
"You are silly for equating disagreement with the Church, on the one hand, and calling the Church ""woman hating,"" on the other."	1
On the campaign trail, politicians say anything, literally anything, that will garner votes. Trump is no exception and neither is Hillary. Hyperbole, stretching the truth, taking out of context, and outright lying are daily occurrences. Somehow, we have gotten to the point where any candidate who does not do this will lose. That is on the voters as much as it is on the candidates. But while serving in public office, this behavior is intolerable. Hillary Clinton has made a career of it for 25 years or more. Trump may do the same, but we don't know yet. But Hillary, we are certain of her character while in office, and it is offensive. Mr. Dionne and other Hillary supporters ignore this behavior, or even excuse it. That is also offensive, because he is a member of the press. Neither Trump nor Hillary are Christians according to their fruits. But Trump is correct about at least one thing: our leaders ARE selling Christianity down the tubes. But it is not Trump doing it. It is the left.	0
Their capture and prosecution is waiting on the LEO to determine the last names of the criminals and to see if it is OK to charge them.	0
Here's betting that the MSM takes zero interest.	0
Bullshit argument. You may mean well, but I have seen too many poor uneducated families who have little or no access to family planning because of political and financial barriers to helping the poor. Isn't it possible that given that Trump (and other billionaires) pay little or no taxes, taxpayers are having to pay extra to cover the costs that his family children and all avoid. So we pay for the police that protect his golf courses and resorts. and pay for the air force that flies over the skies protecting all those private schools. Meanwhile his followers are duped into attacking the weak and being lackeys to the powerful. It's called following anti-christianity and subservience to the real parasites of capitalism's excesses and corruption.	1
Sportsnet is reporting Fowler signed with Cardinals.	0
"Is this piece an example of ""high quality explanatory journalism""?"	0
Im so disappointed in America right now. I mean i love this country but our government cannot even help the people that create America. I guess Americans really are not good people.	1
"Lespark you got that right. They were distant from before he even was inaugurated and will continue to be for his entire presidency not matter what. God forbid that they should ever attempt to work with this president, how will it look to their sheep....ooops....""Constituents"" if they were to otherwise."	0
I was noticing what appeared to me to be an increase in the trails. My first thought was 'Darn! We're losing business!' Those guys should be stopping here to buy fuel.	1
lol.....the fact you compare yourself to Trump might have something to do with it. Educated and clear thinking people know Trump is an imbecile but their is a sizable portion of the public that have now been outed for being part of his ilk. We are trying to figure out how to treat them.....do we make fun of them for being stupid? That is not nice, but frustration pushes many in that direction of belittling them....do we treat them with kindness when they are filled with hate and poor logic.... just what is the answer..... they do not deal with facts...complex problems are simplified to the point of irrelevancy.....it is tough dealing with angry dummies.	1
Majority of voters in Denver want. When they go bankrupt, will the rest of the state taxpayers be on the hook?	0
Critics will always over analyze, even to death. It's what they do. I enjoyed the half time show. I've never seen Lady Gaga live. Had the kids gather. They thought it fun too. Sometimes people just want to be entertained. No message intended.	0
Burn Baby Burn! Feds fault not paying their fair share?	1
Was there anything real in this article, or just more name calling?	0
To each their own, I guess. I'm by no means the ADN forum nanny.	0
Taxes imposed for the purpose to impose an opinion then curb human behavior is unconstitutional where there is no rational bases that can otherwise be established concerning common law standards for health, safety, or welfare. If not so, then we wouldn't need to avail upon the power to tax. All we'd have to do is repeat prohibition without reason for health, safety, or welfare. I've never drank alcohol beverages and don't drink canned juices or pop. I'd love for them to be illegal, because I'm tired of my rising insurance premiums even though I've not visited an MD for several decades now. I believe that there is enough public safety data for government to defend a prohibition on defined alcoholic beverages, and public health data defending a prohibition on defined processed sugared drinks. But, as you point out, FAT chance in our obese and diabetic society.	0
How is it any different from fundraisers by the CPC when they were in power?	0
If you are unable to, that is understood. But, the fact is, you ARE a bad mom and not much of a mother. Study after study shows that breast-fed are better off. BUT, the real issue here, is that you are trying to rationalize your choice. That makes you bad.	1
Agree! Some spoiled brat sets a meth fire and we all have to suffer? Shame!	1
My wife, who can hold her own in any conversation, rarely rambles on about anything and has a proud sense of genuine female struggles......laughed at the Bonderman joke. Huffington should be resigning. She's a fraud and a virus on the media. Sort of like a successful and smarter version of Tabby.	0
I hope the new 'diverse' staff understands that they still need to be out of the Boulder city limits by sundown.	0
"Anyone who wants to make a personal visit and see this stalker, bigot, and racist Glenn ""Jim"" Hart, he can be found at 505 Spike Lane in Forks Washington."	1
"GIndiana writes: ""There are a few idiots in liberal la-la land that still believe it. "" Sure. I wouldn't be surprised if there were even idiots who like that comment."	1
Stupid is what stupid does, let em all drown out there. Ban emergency services to the floatilla instead. Play at your own risk.	1
"You see stories like this and have to wonder, ""What idiots actually think the rail will decrease our traffic?"" (Other than politiians, but I repeat myself)."	1
Now lets waste thousands in taxpayer money for the Oregon Stupid Police to investigate a F%*$ing rock.	1
"To write ""Dougherty writes hit pieces"" commenting on an article by Michael Sean Winters - hit man par excellence - is a wonderful example of ironic humor."	0
Some idiot in that area was feeding that bear...plain and simple.	1
Well, there goes the Santa Claus Parade. There's a fat, old, white guy (body shaming , ageist, no diversity or gender equality) with a sled full of goodies (rampant capitalism) holding reins attached to reindeer (PETA will love that!) and accompanied by elves ( unpaid labour - attention unions!) handing out candies ( unhealthy!) and marching bands (very militaristic) playing Christmas songs ( What? That's Holiday Music, if you please!) and all the while, Santa is yelling '' Ho, Ho, Ho ! Merry Christmas! ( unilingual, and politically incorrect on so many levels.) And all those floats...do you know how much GHG's those things spew out? Might as well shut it down now.	1
YUP it's a stupid idea... ... and it's all election spin because Clark is in the fight of her life... CLARK IS LOSING THE ELECTION in BC ! See Gary Mason's article today for more on this... Gary Mason used to be partial to Clark ...NOT ANY MORE!	1
Not in a million years. And I've already disproved your stupid slogan with numerous examples.	1
You are exactly what you just described. 😂😂😂😂😂	0
"Republican operative: ""I try in my communications, quite frankly, not to say anything that would be embarrassing if made public."" However, in my work any and all I say and do would be beyond embarrassing if it were made public. It's just that we hide what we do from the public and they think we're the good guys. They're real suckers."	1
"I guess you forgot the meaning of ""Freedom of Speech!"" Or did you think that no one would challenge your lying babble. I can pretty much guess you grew up in world that poisoned your mind with liberal loon ideas about how the world owes you everything; don't hurt your whittle feelings, everyone gets a trophy; no one get a ""D"" or ""F"" because, it would damage your so insecure weak mind. I cut through the sissy crap and tell it like it really is. And see, your feelings are already hurt. You made my point!"	1
"I recall the words of my childhood friend, Bugs Bunny, ""It is to laugh"". Good luck there President Schill. You need to be prepared to clear the stage and exert control over the situation or else you end up the loser. Your choice. We'll be watching."	0
"Oh, silly leftie, because his b.c has NEVER been proven. Also, his fake S.S.#, sealed records, and also, Hillary started the ""birther"" story. You lefties are such sheepletons."	1
"So many people are spun up on this. Let me help you. 2% of our population has an IQ under 70. http://www.i3mindware.com/what-is-an-iq-test-and-iq-score. This is referred to as ""Mild Mental Retardation"", http://www.assessmentpsychology.com/iqclassifications.htm. We also have a country that allows free speech for everyone, not just smart people. Of our roughly 6M people at the bottom end of the IQ curve a small portion get sucked into crazy ideology. So this group wants to have a march and everyone gets upset, what did you expect. If these same people had a rally and there was no media and no counter protesters they would get hungry and move on to the next thing. Ignoring dumb people is way more effective than getting mad and attracting more dumb people. The media is the bigger winner. The fact is white american males have killed more nazi's than anyone (WW2), it's silly to think there is some kind of mainstream reassurance."	1
"Come on Kon man, list the flaws with the ACA, so we can see if the GOP replacement plan corrects them. It doesn't. I'm glad to see you admit that ""leaving people without healthcare is morally corrupt..."" I took a screenshot of that to preserve it for posterity!"	0
Evangelicals don't give a fig about the Jewish people - they think they're all going to hell. They just want front row seats in Jerusalem when they bring on the Apocalypse, no doubt with Donald Trump's considerable help.	1
ahhhh, crony cap oily thugs. send the PGPGPOTUS. Yeah, thats the ticket. Hide your women first.	1
Maybe they can live in it.	0
Some people have the stomach to directly deal with Purple Swap Creatures, some dont. Always best to get the best person for the job at hand if you want a quality result.	0
it should always remain against law to dump domesticated animals into the wild. it is cruel. current feral cats should be captured, neutered, and hopefully, adopted. shelters should have free drop offs, with the aim of becoming 'no kill' shelters. spay and neuter clinics are an important part of the equation. and educating foolish people that still believe little furball needs to have a litter to be fulfilled.	1
"Do you mean ""you're""? Education is so important."	0
That has to be the stupidest post I have read this year. You are right Rage of the Nerds - a liberal voter.	1
"When I traveled there, I always remembered there was a beautiful Mass at the ""corner of State and Date."""	0
"Hi, what proof outside of your own bigoted prejudices do you have that ""authoritarian right wingers"" were behind this?"	1
"The methods that BLM employed in this situation were disgusting. Pride caving to it, almost more so. It is neither anti gay nor anti black to say that. Enough with this PC ""can't criticize him or her because they are part of a marginalized group"" nonsense. I both support equal rights for all people, and support Pride (or I did support Pride before this embarrassment)."	1
Idiotic comment. Writer has the name from the correct part of the animal. A couple of inches lower and his moniker would be spot-on.	1
Read what the constitution says regarding freedom of speech Zanele Lwane... and by the way, fuck you and your racist rhetoric.	1
Be careful, soon you're going to have all the social justice warriors telling you how horrible you are for that comment.	0
Thanks Gary for writing this. People need to hear it. https://www.facebook.com/homeless.action.coalition	0
Women's rights? Just a bunch of cry babies.	1
Considering how well Metrolinx is delivering on their infrastructure projects I can see this will be rousing success.	0
You really are a bundle of ignorance. Vancouver is on the Coast and it's in the South of the Province. Too difficult for you?	1
The debate is not just about nutrition but pesticides killing bees. Also, when you buy organic, you buy from smaller growers rather than the big agro-corps.	0
But I'm white and he was responding to my comment about being stopped because I matched a description. Do all white guys look like robbers too? Or maybe do many white and black guys look like specific robbers that the police are looking for, and it's their job to find the robber? Don't hurt yourself thinking that one over now.	1
Flip-flops? You must not have grown up around these here parts...	0
I hear dog and cat stew is good too. You should emigrate to those places Korea and China that enjoy torturing animals to death to be among your own kind.	1
Everything in Vancouver is a revenue stream for the city. Nothing must be allowed to be free, ever.	0
Lawrence Martin is a buffoon. Trumps new immigration policy has been compared to Canada's. Are we trying to make Canada white again?	1
Aliy is the best. I've been looking up to her since she'd come in for coffee klatch at Tack's Greenhouse Cafe in Two Rivers to shoot the shit with all the old men. We're lucky to have such a strong, smart, awesome musher to represent us. And damn, Nulato, keep the moose stew on and you'll have more company than you can handle!	1
You take a group of people that are socially awkward and smart, add 2 parts of bean counters and one part capitalist investment banker. The end result we are numbers and a product to be classified, cataloged and farmed. When we are ripe out digital souls are harvested and sold to the highest bidder. It appears that the humanity part only comes into play after the first $10 billion.	0
"How ignorant are you? The native Hawaiians on Niihau are nearly 100% pure, even today. Back in 1941, except for the Robinsons and the AJAs, the rest of the residents were pure Hawaiian. No way that there was any chance of any ""mixing"" as you think. The selection of a Caucasian to play Mr. Kanahele is an outrageous affront to everyone who loves Hawaii and all its people."	1
"Remember the last Liberal government? It seems this one also seems to think it is ""entitled to its entitlements""!"	0
I blame our SCoC, today in the news a woman who had sex with a 14 year old boy had her charges dismissed by the SCoC.........so apparently a 14 year old is old enough to consent, but a poor little couple of months shy of 16, Taliban trained little fella was still a child........the hypocrisy of our courts is seriously a scary thing. And the courts seem to be running the show more and more, a bunch of progressive activists in long gowns. And everyone scoffed and attacked Harper when he pointed their bias out. pffft. To top it all off, what Khadr did was in a foreign country, so he waved any charter rights right there and then. He was held in a foreign country, how in our courts eyes was Canada responsible? Fools at the helm.	1
I never suggested it was government's responsibility....that is your default comment.......We are all being equally screwed by government....greed and selfishness do not equal conservative....	1
structural change means a dramatic, step change reduction in government to match our revenues - 50% cut	0
"As these lawmakers play the game fast and loose against Planned Parenthood this state of Alaska has one of the highest rates of teen pregnancy, std's and sexual assault than most of the other states. The legislators should spend their time funding and supporting resources and set a goal to get decrease the chances of you child getting an std, teen pregnancy or to be sexually assaulted in this state. If they have a goal and plan the voters can see how they are doing. Planned Parenthood, having the education to be taught the importance of planning when YOU want to have children is the key to young peoples financial futures, what don't some legislators get, it is a ""win"" situation not only for young people but the state."	0
"It's appalling the District Board Members, all of whom run for office boasting of their keen competence and business-like acumen about responsible spending, actually (a) could not understand WITHOUT A SURVEY why the bond issue failed, and (b) felt totally justified in spending $11,000 in these troubling times on this AS A SURVEY PRIORITY!! IF (big ""if"") surveys are warranted, perhaps they need to set priorities on what PRIORITY survey questions are critical for these budget-shrinking times; then spend more to probe deeper and wider: E.g., ""Which of these non-academic curriculum or general educational support items that we spend ""$X"" local dollars for do parents, students, voters see as most acceptable for budget cuts if needed?""; or - ""Which of the following School District services could acceptably be eliminated, reduced, or combined with Muni services while doing least harm to students?"". Surveys can be useful if USEFUL questions are asked of enough correct participants."	0
Consider the source...VPC is nothing more than a mouthpiece for wealthy elites promoting their gun ban agenda. VPC Executive Director (Josh Sugarmann) has a history of fact-free attempts to claim that the firearms industry and the National Rifle Association are to blame for gun crime… VPC Legislative Director (Kristen Rand) was on President Obama's 2008 campaign, Criminal Justice Policy Committee and we know what President Obama thinks about this issue. Additionally, VPC didn't draw data from the FBI. I'll take VPC's assessment of the stats with a grain of salt.	0
Yes she lost but she lost not just to republicans but to the Russians. Just imagine if it was reversed and Hillary won because of Russian help what Republicans would be saying today. But Republicans being hypocritical always feel that its ok if you are republican. So no problem getting help from a foreign government. Your hypocrisy is just amazing. But I have nothing to give up. But when will you phony conservatives recognize your hypocrisy? Ever? I doubt it which is why I will continue to vote democratic and laugh at republicans. I really don't care that the Donald is president except for the fact that we are giving up our position of leadership in the world. Don't think I like being the laughing stock of the world. Do you like the fact that the world will now be looking towards Russia or China for leadership? Hillary was not a terrible candidate at least when compared to the clown. What were republicans thinking to go with the town butcher for brain surgery?	1
Blame the libs. Duh.	0
Someone clue in that idiot that election is over and he won. He can stop spewing campaign nonsense for the masses. Or is this what we're going to be getting for the next 4 years?	1
Desperate loser!! LOL	1
"""highly unusual bear behavior.""? maybe here in town, but I bet I know over a dozen people who have had their houses/cabins invaded by bears. Once they learn that there is food inside no window is going to stop them."	0
"The unions are part of this and are in favor of it-- they were invited to the signing by Trump. The term ""private"" or ""privatization"" in this context really means ""non-governmental"" or"" quasi- governmental"" control-- it means who controls it and not who does it or pays for it. It would be something like FNMA or FHLMC-- privately controlled but government funded (putting aside that after the 2008 collapse of the housing market, the government had to put special controls on FNMA and FHLMC to help solve the problems the private board got into with the financial crisis)"	0
And she has that remarkable ugliness that is often seen in stupid people	1
Did Lael follow the spirit of the race? Unsupported? Mine is merely an opinion, let her be judged by her peers...	0
If Baptism is nothing more than an initiation ritual, if Baptism does not cleanse us from Sin, Original or otherwise, why is it necessary for salvation? I also want to note that I do not see evil as sporting pitch forks and horns either. I do, however, believe in Satan--the fallen angel who heads the fallen angels and temps people to sin. One of the biggest and most favorite lies of Satan is not that God does not exist, it is that HE does not exist.	0
I would love, just wish, that once, only once, one of you morons could debate, discuss, argue points with this man, this billionaire, this self made business man, and then, applaud when he shuts you up forever.	1
The Chinese are masters at selling mirrors and windmills into the subsidy supported renewables market in the west, driving power costs in Europe to several times US power costs with Ontario catching up fast. The author makes no mention of wind and solar playing much of any role in China's base load power supply. Apart from a few Potemkin Power Villages to fool the useful idiots from Canada and the EU, don't expect to see much. Trendiness and political correctness hold little cred with the Communist Party. Growing their economy with reliable power does.	1
Thanks, Twitter! If it weren't for you we wouldn't get these near constant reminders of what a pathetic, thin skinned, boorish, lout the Trumpster is, and what an incredibly lousy POTUS he makes.	1
And outside Air Canada Centre, sitting in a blacked out Bentley (think Rolls Royce) is a muscle-bound ticket scalper openly plying his trade. A frigg'n Bentley !! No wonder I can't afford to see a game or a concert. Something very wrong with this picture, that this fine chap and all his greeeesy pals doing the same thing can get their grimy paws on that many tickets for every game and event from...........who? MLSE ?	1
Keli Mcgregor was pretty good.	0
Liberals daily and for years have shown their superiority over others. You believe blacks are too stupid to achieve a college degree unless you help them with affirmative action. And do try to follow the news. I doubt it got by you that some parents won't let the gender be put on the birth certificate because they haven't decided on the gender. Being a former Jewish agnostic, it doesn't bother you that Christianity is under assault. And even though neither you nor I feel under assault, you can't deny that we are accused for all the world's ills. Gays should be treated like everyone else because it's right. Gays can purchase any pre made cake they want at Masterpiece Bakery because it's right.	1
Wow this country has turned into one big socialistic cesspool.	1
Violent hippies.	1
But but but that was different. Or some such nonsense. Or they say that it didn't happen.	0
Something doesn't make sense. How can they require 49 years of work, and retire by 65. That would require everyone to start working at age 16. Is that a typo ?	0
"The place is a cesspool of neglect, poverty, criminality and desperation. Its population is a volatile mix of locals, immigrants (many of whom are illegal), workers, unemployed and criminals. To top it all, it resides on a steep slope. I have no idea how the authorities think they can make this place liveable, without spending hundreds of millions on terracing and installing sewerage, water and power. It is also probably one of the most dangerous spots in the city. Blocking will require some form of census, and many if it's residents don't want that, for obvious reasons. The only way to get it right is for the community itself to identify the criminal elements that live among them, isolate them, and then participate in the ""blocking"" as temporary city employees. The city will have to break its own laws to expedite this process."	1
-------- Here's a partial list of public supporters who have publicly campaigned or Voted to cut the dividend program. Sen. Coghill, Bishop, Kelly, Olson from the interior + 10 other senators SB128, Fairbanks Daily News Miner editorials for the last 35 years, Fairbanks Greater Chamber of Commerce, Rasmuson Foundation spent $2 million, NEA spent $100,000, a AF of L CIO, GCI communications, Alaska Airlines, X Gov. Tony Knowles and others. This is a $4000 per household of 4 dividend tax .... IT IS 100% THE RESPONSIBILITY OF THE LEGISLATURE TO OVERRIDE GOV. Walker's PFD VETO 100% of the house is up for Re-election and 10 senators are up for reelection which is 50% of the Senate. THERE IS AN ELECTION THIS NOVEMBER, are you going to do anything about it?	0
Well there we go with the avalanche of personal attacks, my arguments are racist idiotic etc but lets face it - I do know that Alexandria your first mention is a perfect example of how culture and knowledge spread across the planet having first been colonised by Greeks, then the Arabs and even the Turks before the British. Timbuktu - also a product of Arab colonialisation and mentioned as an ancient example before Fort Hare South Africa and Makerere Uganda under British colonialisation 1916.	1
When the job has to be done right, bring out the men.	1
Look at how vibrant downtown has become! We have the elegant Buy2, a huge Bucks, the occasional shoving match, wandering minstrels, and... um......the.........dogs!?	0
As real hockey tells us: if you keep the goals against down to two or under, you always have a chance to win. 'Didn't see the game, but I trust they must have played a much tighter, smarter game in this one. Good on Andersen, and good on these Buds -- this is the type of effort it takes to win consistently. Enjoy it folks, another one just around the corner.	0
trump, is that you?	0
m: The same people who are paying for healthcare now.	0
If this thing passes, and it probably will, your mother's inflation protection will be almost non-existent.	0
"You could change the word ""Cuba"" in your post to ""Iran"" and it your comments would almost fit perfectly. Except the part where Liberals (Obama, France, The rest of the EU, and Canada) made sure we lifted the embargo and restored trade (as opposed to free trade). The world owes Iran a debt of gratitude - by their own words they have no problem with gay marriage as they regularly marry gays to the end of a rope, and there's no health care crisis in Iran, in fact no crisis of any sort, that anyone and certainly not a journalist, would care to discuss in the public forum lest they find themselves either married to a rope or growing mildew between their toes in a dark dank cell. You seem to aggrandize Cuba for its accomplishments absent American support and castigate the US because the Hondurans have problems. Your comments suggest that this would be a better world without ""American crap"", yet I wonder how much / little American crap you have in your comfortable western existence"	1
lol really? So trump is basically a white supremacist? Funny where were all you racial superheroes battling the evil Trumps white supremacy beforehand. He’s been in the spotlight for 20+ years but hardly a peep about his racism until he wipes the floor with Hillary. He got in because people are sick of the labeling Bull, sick of the crying over every minor detail in life, sick of the virtue signalling, sick of the entire sjw culture. This coming from a proud white male with little time for pukes like you. Coming from someone with no time for the ridiculous left right paradigm that you folks are so enthralled with. I’ll save you the trouble, they’re all crooks and you fools play into it so damn easily.	1
Th stupidity of BLF members is quite mind boggling.	1
No, what you said was you expect the police to use whatever force is necessary( in their opinion) to get you(Mr. Clean who's gone WACKO) under control, and that in your wacked state of mind you would never dream of suing them, no matter what they did to you. That is what you said. If there is a god, karma, whatever, you will one day be put in this situation.	0
Bottom line: A vote in favour of the Motion of No Confidence in Zuma is a vote in favour of a sustainable future for SA; a vote against it is treason perpetrated against all of SA’s people.	0
Actually silly was a very charitable description. Be happy with that.	1
"""...particularly in the 2nd and 3rd generation."" We'll see. You might be right. Pew researches predict that when Latinos reach the 100 million mark in the US -- around 2050/55 -- only 40% will identify as Catholic (the rest will identify as either non-affiliated [24%], Evangelical Protestant [21%] or some other tradition). But surprisingly, nearly a quarter will identify as non-affiliated, non-Christian. We'll see."	0
So now you're resorting to speculation and innuendo? Pathetic, even for you, Larry. With Trump we don't have to speculate. We have it on tape.	0
Not so sure I believe this wahine. More like americans behaving badly.	0
I'v attended the Hub on a few occasions and found Atheists have an interesting characteristic similar to Theists. Theists are unable to prove there are G-worded entities and most Atheists are unable to prove there is an absence of G-worded entities. Therein Theists and Atheists only believe their particular persuasions. Therein also they may both be defined as religions in there own non-taxable rights. A minor difficulty for Atheists tho is that it is difficult to prove what avoids existing avoids existing. But most Atheists go with it is the Theists that should prove there are G-worded entities as compared to having to prove again, what avoids existing avoids existing. Therein both Theism and Atheism are based in belief systems. There are proofs of G-worded entities being pure silliness, but other than enough room in this reply for now. But the Hub is a great place to discuss such possibilities and what makes sense in the absence of G-worded entities.	0
"""No one wants fighting on our soil, so wear the badge of fellowship and help keep America great."" Wear the badge of fellowship or there will be fighting on our soil? Sorry Dale, but Americans don't wear badges and you can count on confrontation to resist the plutocrat-in-chief who uses his office (which he has yet to assume) to line his family's pockets and proposing to blow up the deficits with tax cuts while setting fire to our social safety nets."	0
59% approve of Trudeau. We got some dumb mofos here.	1
http://www.notpcfiction.com/so-you-wanna-be-a-cop.html http://www.notpcfiction.com/abused-and-amused.html	0
Yep. They are filthy pigs too. Do the filthy pigs that dumped the trash in Lake Shasta somehow make it acceptable for the filthy homeless pigs in Eugene to dump toxic waste in rivers, parks?	1
Explain how this matters in the slightest if we do not find the additional $3 Billion (possibly more) in funding to actually complete the rail system? What good is TOD if there's no Transit ever completed? :-)	0
Poor stupid cracker road might be more appropriate. [that's a joke, son, laugh}	1
Some of the sovereignty dudes will be calling for racial exclusion soon enough.	0
The dark surface tends to melt ice, they do produce a small amount of electricity on rainy days, and they still provide a covered space to access your car. Plus in the summer they produce a lot of electricity at the time when we need AC.	0
Idiotic comment.	1
"A clear example of a hateful post, that G&M refuses to take down. Replace ""Christian"" with ""gay"" or ""muslim"" in the above comment, and it will get removed. I tried it."	1
He has a narcissistic personality disorder with sociopathic traits. Everything is about I'm and he lacks empathy and is actually cruel in his policies and behaviour. Furthermore he is inarticulate and demonstrates over and over his lack of knowledge in just about everything.	1
That's it, Brown, keep stirring the pot. That's how race baiting gets started. Foolish thinking.	1
Truly, it's your condescending suggestion that those who disagree with you are idiots that brings them around to your way of thinking.	1
"""Give me your weather observation Guy"", "" OK , Rick , Were all gonna die!!!"" ,"	1
Hoo boy, Chuck's on fire.	0
"I don't see a problem. People who have an interest in the outcome of a particular election will express their views, regardless of whether the election in question is ""domestic"" or ""foreign"". As long as the people who vote are citizens of the jurisdiction, I see no problem with foreigners expressing views."	0
With the longstanding throttle hold on the Ak Legislature - securely held by BigOIl - the only hope for honest government, along with preservation of the PermFund & the PFD as we've come to know it, is to break the grip of BigOil. (Oh, there's BigTourism, BigFishing, BigConstruction, BigUnions,etc. which should be dealt with in similar fashion. But with a high percentage of Legislators directly connected to BigOIl, the only way we can expect positive change is by first installing an effective new set of ETHICS RULES, such as demanding recusal from voting on issues in which the Legislator has obvious conflicts of interest. The Legislature will resist this - we constituents must insist! New Ethics Rules have the best chance of being adopted if drafted by a Citizens' Committee, then widely advertised, placed on an Initiative. All tax regimes should be simplified, secret meetings & agreements should be forbidden. This should be the first goal of Alaskans United.	0
The upside is he doesn't have to go back to Albany	0
A useful reminder list of facts. Unfortunately most voters do not let facts influence them and go instead for some unfathomable emotional response.	0
Gender equality is unislamic.	0
I would certainly hope a 6 year old Infiniti wouldn't be giving you any trouble! I still have my 2003 Ford Escape, now 15 years old and it doesn't give me any trouble...original a/c going strong, starter, alternator, suspension, engine, exhaust, transmission, brake calipers....add that and my 10, 11, & 13 year old GM experiences to your anecdotes for some balance. :). The Hyundai my parents had in the 80's was a bit of a lemon, I wouldn't base my opinion on Hyundai today based upon that experience.	0
You got it, no worry, no hurry, who's gonna do anything.	0
Having just experienced pneumonia (caught on a flight home from England), I am very sympathetic to the condition being short of breath and energy. Carry on as best you can, Fran.	0
Lol post that video. Anyone with half a brain can see how you trash would take his full speech completely out of context. Your a fraud.	1
Fake news.	0
He sounds like Hitler Or some other fascist dictator. The newer and greater U.S??? The world must decide...BDS the U.S.	1
I do believe Hit--excuse me, Trump--mentioned the Nazis himself in one of his tweets the other night.	0
Photographers of all talent and ability levels routinely watermark their work these days. Keeps plagiarizing at bay a bit while advertising their work. Of course, this wouldn't register with those who steal names.	0
Trump and the Neanderthals want a race war, its more than obvious.	1
Congratulations and thank you to all!	0
When a one bedroom runs $1600 it isn't hard to see why it doesn't have a renter. A one bedroom should run around $850. The realtors in this town are insane.	1
Every day liberals make them self look more despicable. I personally like it, because it will backfire on them again, just like last November.	1
"I believe the vocal trump critics are mostly millenials. The education system has failed them. Their command of the English language is that something good is ""awesome"". Something bad is ""weird or ""gay"". They have no concept of north, south, east or west but they feel they know the direction the country should be taking. They think the greatest threat to mankind is global warming, worse than the plagues that killed millions."	0
"Agreed. ADN has taken down any and all mention of the Islamic attack on children and teens; no aftermath or follow-up stories about the survivors or national policy that is anticipated to come from that: the biggest most ""news"" worthy front page story on their online edition is how tourists can score pot. It's pathetic."	1
http://www.ncregister.com/daily-news/cardinal-kaspers-speech-on-divorce-remarriage-and-communion https://www.lifesitenews.com/news/cardinal-kasper-says-church-will-soon-give-communion-to-divorced-remarried http://www.catholicworldreport.com/Item/3173/cardinal_kasper_communion_and_divorceagain.aspx and on and on and on. It is not false witness when it is true.	0
Not a McCandless, who was mentally ill and who died of his own ineptitude. Dial was a lot more durable and competent, but probably died of a fall or snakebite.	1
You're a troll faking someone else's account. Get out.	1
